"Variant","Transition","IssueKey","Rule","C0Line","VariantLine","Message"
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxS","java:S1155","","5729","Use isEmpty() to check whether the collection is empty or not."
"C3","NEW_VS_C0","AaBJLXceieAPpelvt7D-","java:S1192","","1247","Define a constant instead of duplicating this literal ""<init>"" 22 times."
"C3","NEW_VS_C0","AaBJLXceieAPpelvt7D_","java:S1192","","3573","Define a constant instead of duplicating this literal ""readObject"" 6 times."
"C3","NEW_VS_C0","AaBJLXceieAPpelvt7D9","java:S1192","","3345","Define a constant instead of duplicating this literal ""FieldFlags"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EA","java:S1192","","1453","Define a constant instead of duplicating this literal ""CopyKeyFieldsFromObjectId"" 5 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EB","java:S1192","","4813","Define a constant instead of duplicating this literal ""readExternalFields"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EC","java:S1192","","5044","Define a constant instead of duplicating this literal ""writeExternalFields"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7ED","java:S1192","","341","Define a constant instead of duplicating this literal ""$pcsubclass"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EE","java:S1192","","4775","Define a constant instead of duplicating this literal ""ReadUnmanaged"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EF","java:S1192","","3341","Define a constant instead of duplicating this literal ""FieldNames"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EG","java:S1192","","3110","Define a constant instead of duplicating this literal ""GetIDOwningClass"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EH","java:S1192","","4713","Define a constant instead of duplicating this literal ""readExternal"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EI","java:S1192","","4045","Define a constant instead of duplicating this literal ""<clinit>"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EJ","java:S1192","","2220","Define a constant instead of duplicating this literal ""getId"" 21 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EK","java:S1192","","2149","Define a constant instead of duplicating this literal ""NewObjectIdInstance"" 4 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EL","java:S1192","","4079","Define a constant instead of duplicating this literal ""clone"" 4 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EM","java:S1192","","3684","Define a constant instead of duplicating this literal ""SetDetachedState"" 4 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EN","java:S1192","","2364","Define a constant instead of duplicating this literal ""findField"" 4 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EO","java:S1192","","3343","Define a constant instead of duplicating this literal ""FieldTypes"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EP","java:S1192","","1468","Define a constant instead of duplicating this literal ""GetManagedFieldCount"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EQ","java:S1192","","1346","Define a constant instead of duplicating this literal ""ClearFields"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7ER","java:S1192","","2109","Define a constant instead of duplicating this literal ""CopyKeyFieldsToObjectId"" 4 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7ES","java:S1192","","4987","Define a constant instead of duplicating this literal ""WriteUnmanaged"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7ET","java:S1192","","4717","Define a constant instead of duplicating this literal ""writeExternal"" 3 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EU","java:S1192","","3555","Define a constant instead of duplicating this literal ""writeObject"" 6 times."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EV","java:S1192","","3817","Define a constant instead of duplicating this literal ""GetDetachedState"" 5 times."
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxK","java:S1845","","4528","Rename method ""getfield"" to prevent any misunderstanding/clash with method ""getField""."
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxP","java:S1905","","4651","Remove this unnecessary cast to ""String""."
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxQ","java:S1905","","4665","Remove this unnecessary cast to ""String""."
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxM","java:S6213","","664","Rename this method to not match a restricted identifier."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp2V","java:S106","5490","","Replace this use of System.err by a logger."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5R","java:S1066","4091","","Merge this if statement with the enclosing one."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz58","java:S108","186","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6W","java:S108","2997","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6Y","java:S108","3003","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5_","java:S1133","344","","Do not forget to remove this deprecated code someday."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6G","java:S1135","749","","Complete the task associated to this TODO comment."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6I","java:S1155","818","","Use isEmpty() to check whether the collection is empty or not."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6n","java:S1155","5725","","Use isEmpty() to check whether the collection is empty or not."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0j","java:S116","198","","Rename this field ""_repos"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0k","java:S116","199","","Rename this field ""_meta"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0l","java:S116","200","","Rename this field ""_log"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0n","java:S116","219","","Rename this field ""_defCons"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0o","java:S116","222","","Rename this field ""_fail"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0q","java:S116","224","","Rename this field ""_dir"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0r","java:S116","225","","Rename this field ""_writer"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0t","java:S116","223","","Rename this field ""_violations"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz52","java:S116","226","","Rename this field ""_backingFields"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz53","java:S116","227","","Rename this field ""_attrsToFields"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz54","java:S116","228","","Rename this field ""_fieldsToAttrs"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz55","java:S116","233","","Rename this field ""_optimizeIdCopy"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaALJJ9gKije7nS94ker","java:S116","220","","Rename this field ""_redefine"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kes","java:S116","221","","Rename this field ""_subclass"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kew","java:S116","229","","Rename this field ""_isAlreadyRedefined"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kex","java:S116","230","","Rename this field ""_isAlreadySubclassed"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaALJJ9gKije7nS94key","java:S116","231","","Rename this field ""_bcsConfigured"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaALOanhQulb_Xfn-xTw","java:S116","202","","Rename this field ""_addVersionInitFlag"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C3","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0O","java:S1192","1243","","Define a constant instead of duplicating this literal ""<init>"" 22 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz50","java:S1192","3551","","Define a constant instead of duplicating this literal ""writeObject"" 6 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz51","java:S1192","3813","","Define a constant instead of duplicating this literal ""GetDetachedState"" 5 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5d","java:S1192","3341","","Define a constant instead of duplicating this literal ""FieldFlags"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5e","java:S1192","3569","","Define a constant instead of duplicating this literal ""readObject"" 6 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5f","java:S1192","1449","","Define a constant instead of duplicating this literal ""CopyKeyFieldsFromObjectId"" 5 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5g","java:S1192","4809","","Define a constant instead of duplicating this literal ""readExternalFields"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5h","java:S1192","5040","","Define a constant instead of duplicating this literal ""writeExternalFields"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5i","java:S1192","340","","Define a constant instead of duplicating this literal ""$pcsubclass"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5j","java:S1192","4771","","Define a constant instead of duplicating this literal ""ReadUnmanaged"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5k","java:S1192","3337","","Define a constant instead of duplicating this literal ""FieldNames"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5l","java:S1192","3106","","Define a constant instead of duplicating this literal ""GetIDOwningClass"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5m","java:S1192","4709","","Define a constant instead of duplicating this literal ""readExternal"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5n","java:S1192","4041","","Define a constant instead of duplicating this literal ""<clinit>"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5o","java:S1192","2216","","Define a constant instead of duplicating this literal ""getId"" 21 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5p","java:S1192","2145","","Define a constant instead of duplicating this literal ""NewObjectIdInstance"" 4 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5q","java:S1192","4075","","Define a constant instead of duplicating this literal ""clone"" 4 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5s","java:S1192","3680","","Define a constant instead of duplicating this literal ""SetDetachedState"" 4 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5t","java:S1192","2360","","Define a constant instead of duplicating this literal ""findField"" 4 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5u","java:S1192","3339","","Define a constant instead of duplicating this literal ""FieldTypes"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5v","java:S1192","1464","","Define a constant instead of duplicating this literal ""GetManagedFieldCount"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5w","java:S1192","1342","","Define a constant instead of duplicating this literal ""ClearFields"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5x","java:S1192","2105","","Define a constant instead of duplicating this literal ""CopyKeyFieldsToObjectId"" 4 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5y","java:S1192","4983","","Define a constant instead of duplicating this literal ""WriteUnmanaged"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5z","java:S1192","4713","","Define a constant instead of duplicating this literal ""writeExternal"" 3 times."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6E","java:S1659","705","","Declare ""setter"" on a separate line."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6F","java:S1659","706","","Declare ""assigned"" on a separate line."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6K","java:S1659","919","","Declare ""earlierInsn"" on a separate line."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz56","java:S1845","4524","","Rename method ""getfield"" to prevent any misunderstanding/clash with method ""getField""."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6g","java:S1905","4647","","Remove this unnecessary cast to ""String""."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6h","java:S1905","4661","","Remove this unnecessary cast to ""String""."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6H","java:S3878","763","","Remove this array creation and simply pass the elements."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6D","java:S6213","663","","Rename this method to not match a restricted identifier."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5-","java:S6355","343","","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C3","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz59","java:S6355","267","","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5a","java:S112","4917","4921","Replace generic exceptions with specific library exceptions or a custom exception."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6A","java:S1123","344","345","Add the missing @deprecated Javadoc tag."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6k","java:S1168","5710","5714","Return an empty collection instead of null."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6l","java:S1168","5715","5719","Return an empty collection instead of null."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6m","java:S1168","5722","5726","Return an empty collection instead of null."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6p","java:S1168","5743","5747","Return an empty array instead of null."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6q","java:S1168","5802","5806","Return an empty array instead of null."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6S","java:S1172","2458","2462","Remove this unused method parameter ""classNode""."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz57","java:S1181","168","168","Catch Exception instead of Throwable."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6a","java:S1181","3528","3532","Catch Exception instead of Throwable."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6V","java:S1181","2997","3001","Catch Exception instead of Throwable."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6X","java:S1181","3003","3007","Catch Exception instead of Throwable."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5r","java:S1192","3770","3774","Define a constant instead of duplicating this literal ""FALSE"" 6 times."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5U","java:S1199","2102","2106","Extract this nested code block into a method."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5V","java:S1199","2112","2116","Extract this nested code block into a method."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5W","java:S1199","2122","2126","Extract this nested code block into a method."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5X","java:S1199","2132","2136","Extract this nested code block into a method."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5Y","java:S1199","2142","2146","Extract this nested code block into a method."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5Z","java:S1199","2153","2157","Extract this nested code block into a method."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp0_","java:S125","1423","1427","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp10","java:S125","3715","3719","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp12","java:S125","3775","3779","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp13","java:S125","3802","3806","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp14","java:S125","3836","3840","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp15","java:S125","3858","3862","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp16","java:S125","3976","3980","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp17","java:S125","3901","3905","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp18","java:S125","4107","4111","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp19","java:S125","4128","4132","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1A","java:S125","1438","1442","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1a","java:S125","2088","2092","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1c","java:S125","2212","2216","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1d","java:S125","2228","2232","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1D","java:S125","1513","1517","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1G","java:S125","1575","1579","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1g","java:S125","2776","2780","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1K","java:S125","1703","1707","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1L","java:S125","1799","1803","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1M","java:S125","1808","1812","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1N","java:S125","1818","1822","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1P","java:S125","1929","1933","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1Q","java:S125","1960","1964","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1R","java:S125","1985","1989","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1r","java:S125","3090","3094","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1s","java:S125","3377","3381","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1T","java:S125","1996","2000","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1t","java:S125","3386","3390","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1u","java:S125","3397","3401","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1U","java:S125","2014","2018","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1v","java:S125","3408","3412","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1W","java:S125","2066","2070","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1w","java:S125","3421","3425","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1x","java:S125","3647","3651","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1y","java:S125","3657","3661","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2B","java:S125","4326","4330","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2C","java:S125","4336","4340","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2D","java:S125","4343","4347","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2F","java:S125","4376","4380","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2G","java:S125","4399","4403","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2H","java:S125","4490","4494","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2I","java:S125","4508","4512","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2J","java:S125","4752","4756","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2K","java:S125","4766","4770","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2L","java:S125","4775","4779","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2M","java:S125","4787","4791","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2N","java:S125","4863","4867","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2P","java:S125","4931","4935","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2Q","java:S125","4967","4971","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2R","java:S125","4978","4982","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2S","java:S125","4989","4993","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2T","java:S125","5010","5014","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2U","java:S125","5097","5101","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW_","java:S125","2816","2820","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW3","java:S125","2491","2495","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseH","java:S125","2909","2913","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseI","java:S125","2939","2943","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6c","java:S125","3798","3802","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6e","java:S125","4534","4538","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6f","java:S125","4544","4548","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6j","java:S125","4804","4808","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6M","java:S125","1520","1524","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6N","java:S125","1582","1586","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6T","java:S125","2459","2463","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke4","java:S125","1206","1210","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke5","java:S125","834","837","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke6","java:S125","1951","1955","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke8","java:S125","4532","4536","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke9","java:S125","4608","4612","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALMFD81r5TurFMiUn-","java:S125","3745","3749","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT0","java:S125","4391","4395","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT1","java:S125","2806","2810","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT5","java:S125","3871","3875","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT6","java:S125","3877","3881","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaALPZMXTV2yRQvmS5BZ","java:S125","1611","1615","This block of commented-out lines of code should be removed."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW5","java:S128","2617","2621","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW6","java:S128","2599","2603","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW7","java:S128","2581","2585","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW8","java:S128","2527","2531","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW9","java:S128","2509","2513","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseF","java:S128","2563","2567","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseG","java:S128","2545","2549","End this switch case with an unconditional break, return or throw statement."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1V","java:S131","2031","2035","Add a default case to this switch."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2O","java:S131","4923","4927","Add a default case to this switch."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5b","java:S135","708","711","Reduce the total number of break and continue statements in this loop to use at most one."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5c","java:S135","5747","5751","Reduce the total number of break and continue statements in this loop to use at most one."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5S","java:S1488","5334","5338","Immediately return this expression instead of assigning it to the temporary variable ""getter""."
